Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,10,0.6,0.5,0.4379022317895568
100% Corpus,10,0.6,0.6,0.41886900087509443
100% Corpus,10,0.6,0.7,0.4184173743493195
100% Corpus,10,0.6,0.7999999999999999,0.40480475657267884
100% Corpus,10,0.6,0.8999999999999999,0.4275642832811545
100% Corpus,10,0.6,symmetric,0.43123109027498197
100% Corpus,10,0.7,0.5,0.43612176140020587
100% Corpus,10,0.7,0.6,0.42511403802440106
100% Corpus,10,0.7,0.7,0.4136570098067668
100% Corpus,10,0.7,0.7999999999999999,0.4216236954925631
100% Corpus,10,0.7,0.8999999999999999,0.4123401778267578
100% Corpus,10,0.7,symmetric,0.4338000115153028
100% Corpus,10,0.7999999999999999,0.5,0.42971286449414225
100% Corpus,10,0.7999999999999999,0.6,0.4335744769882951
100% Corpus,10,0.7999999999999999,0.7,0.4826103306618301
100% Corpus,10,0.7999999999999999,0.7999999999999999,0.3808202561019036
100% Corpus,10,0.7999999999999999,0.8999999999999999,0.3653344414457582
100% Corpus,10,0.7999999999999999,symmetric,0.4332212151249742
100% Corpus,10,0.8999999999999999,0.5,0.4156798632165808
100% Corpus,10,0.8999999999999999,0.6,0.41687356813823706
100% Corpus,10,0.8999999999999999,0.7,0.4543679467262091
100% Corpus,10,0.8999999999999999,0.7999999999999999,0.35784839531776846
100% Corpus,10,0.8999999999999999,0.8999999999999999,0.378787285055583
100% Corpus,10,0.8999999999999999,symmetric,0.4129955069155396
100% Corpus,10,symmetric,0.5,0.434937428188618
100% Corpus,10,symmetric,0.6,0.4216100588741445
100% Corpus,10,symmetric,0.7,0.36556925002609864
100% Corpus,10,symmetric,0.7999999999999999,0.38164353603570644
100% Corpus,10,symmetric,0.8999999999999999,0.44795560368713633
100% Corpus,10,symmetric,symmetric,0.4666021671535308
100% Corpus,10,asymmetric,0.5,0.4847461727281953
100% Corpus,10,asymmetric,0.6,0.47383463749041177
100% Corpus,10,asymmetric,0.7,0.4583206341985065
100% Corpus,10,asymmetric,0.7999999999999999,0.4976996209460106
100% Corpus,10,asymmetric,0.8999999999999999,0.4626145322765458
100% Corpus,10,asymmetric,symmetric,0.4650928195226487
